"Title","Release Year","Locations","Fun Facts","Production Company","Distributor","Director","Writer","Actor 1","Actor 2","Actor 3","lat","lng"
"Budding Prospects, Pilot","2017","3033 24th Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.75241219999999","-122.4126145"
"Budding Prospects, Pilot","2017","1167 Alabama Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7532795","-122.4108224"
"Budding Prospects, Pilot","2017","951 Hudson Avenue","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7331614","-122.376629"
"Budding Prospects, Pilot","2017","1125 Guerrero Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.753209","-122.4226803"
"Budding Prospects, Pilot","2017","Bernal Heights Boulevard","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.742249","-122.412627"
"Budding Prospects, Pilot","2017","500 Cortland Avenue","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7388562","-122.4161326"
"Budding Prospects, Pilot","2017","2937 24th Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7525985","-122.4108534"
"Budding Prospects, Pilot","2017","2007 Franklin Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7932989","-122.424981"
"Budding Prospects, Pilot","2017","40 Prentiss Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7420855","-122.4121056"
"Budding Prospects, Pilot","2017","3050 24th Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7527686","-122.4132118"
"Budding Prospects, Pilot","2017","Gough Street & Clay Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7876068","-122.4251853"
"Budding Prospects, Pilot","2017","1641 York Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7473312","-122.4062631"
"Budding Prospects, Pilot","2017","Gough Street & Clay Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7876068","-122.4251853"
"Budding Prospects, Pilot","2017","2007 Franklin Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7932989","-122.424981"
"Budding Prospects, Pilot","2017","3033 24th Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.75241219999999","-122.4126145"
"Budding Prospects, Pilot","2017","1641 York Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7473312","-122.4062631"
"Budding Prospects, Pilot","2017","1125 Guerrero Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.753209","-122.4226803"
"Budding Prospects, Pilot","2017","1167 Alabama Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7532795","-122.4108224"
"Budding Prospects, Pilot","2017","40 Prentiss Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7420855","-122.4121056"
"Budding Prospects, Pilot","2017","2937 24th Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7525985","-122.4108534"
"Budding Prospects, Pilot","2017","Bernal Heights Boulevard","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.742249","-122.412627"
"Budding Prospects, Pilot","2017","3050 24th Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7527686","-122.4132118"
"Budding Prospects, Pilot","2017","500 Cortland Avenue","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7388562","-122.4161326"
"Budding Prospects, Pilot","2017","Lucky Street","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7509423","-122.4133835"
"Budding Prospects, Pilot","2017","951 Hudson Avenue","","Picrow Streaming Inc.","Amazon ","Terry Zwigoff","Melissa Axelrod, T. C. Boyle (based on the book by)","Adam Rose","Will Sasso","Joel David Moore","37.7331614","-122.376629"
"Pleasure of His Company","1961","2700 Vallejo Street (Pacific Heights)","","Perlsea Company","Parmaount Pictures","George Seaton","Samuel A. Taylor","Fred Astaire","Debbie Reynolds","Lilli Palmer","37.7946105","-122.4420204"
"Bullitt","1968","McLaren Park (Visitacion  Valley)","McLaren Park is the 2nd largest park in San Francisco, after Golden Gate Park.","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7192874","-122.4183155"
"Looking","2014","Bay Bridge","","Mission Street Productions, LLC","Home Box Office (HBO)","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","37.7982799","-122.3778182"
"Bullitt","1968","Café Cantata (2040 Union Street)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7972852","-122.433027"
"Time After Time","1979","SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)","SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ","Orion Pictures Corp.","Columbia Broadcasting System (CBS)","Nicholas Meyer","Karl Alexander","Malcolm McDowell","Mary Steenburgen","David Warner","37.7553614","-122.4051687"
"Bullitt","1968","Enrico's Café (504 Broadway)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7981294","-122.4056449"
"Bullitt","1968","Mark Hopkins Hotel (999 California Street)","The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7915187","-122.4101366"
"Bullitt","1968","Filbert & Taylor Streets (Russian Hill)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","39.2250139","-76.5920417"
"Bullitt","1968","Larkin & Francisco Streets (Russian Hill)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","42.0335396","-88.3137211"
"Bullitt","1968","Mansell & University Streets (Visitacion  Valley)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","34.0382103","-84.3211872"
"Bullitt","1968","Bayshore Blvd near Cesar Chavez (Bayview)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.748354","-122.390827"
"Bullitt","1968","Kennedy Hotel (226 Embarcadero at Howard Street)","Hotel was destroyed in the 1989 Loma Prieta earthquake. Corporate headquarters for the Gap reside at the location today.","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.791817","-122.390872"
"Bullitt","1968","Candlestick Park Exit, Highway 101","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7749339","-122.4192878"
"Bullitt","1968","Taylor & Vallejo Streets (Russian Hill)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","30.5707551","-97.40944379999999"
"Bullitt","1968","Intersection of York & Peralta (Bernal Heights)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","39.9625984","-76.727745"
"Bullitt","1968","20th & Vermont Streets (Potrero Hill)","The most crooked street in San Francisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.2489731","-95.7229093"
"Bullitt","1968","Larkin & Chestnut Streets (Russian Hill)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","42.0335396","-88.3137211"
"Time After Time","1979","Marina Green (Marina District)","Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ","Orion Pictures Corp.","Columbia Broadcasting System (CBS)","Nicholas Meyer","Karl Alexander","Malcolm McDowell","Mary Steenburgen","David Warner","37.806723","-122.4394774"
"Vertigo","1958","Brocklebank Apartments (1000 Mason Street)","","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes","37.7931691","-122.4105791"
"Bullitt","1968","Columbus & Lombard Streets (North Beach)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","39.9611755","-82.99879419999999"
"Bullitt","1968","John Muir Drive (Lake Merced)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7156029","-122.4954571"
"Bullitt","1968","1153-57 Taylor Street","Embarcadero Freeway, which was featured in the film was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.793298","-122.413026"
"Bullitt","1968","Cesar Chavez & Mission Street (Mission)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","35.4276176","-97.5014224"
"Bullitt","1968","Cesar Chavez & Mission Street (Mission)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","35.4276176","-97.5014224"
"Bullitt","1968","SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)","SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7553614","-122.4051687"
"Bullitt","1968","1153-57 Taylor Street","Embarcadero Freeway, which was featured in the film was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.793298","-122.413026"
"Bullitt","1968","John Muir Drive (Lake Merced)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7156029","-122.4954571"
"Bullitt","1968","Columbus & Lombard Streets (North Beach)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","39.9611755","-82.99879419999999"
"Bullitt","1968","Marina Green (Marina District)","Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.806723","-122.4394774"
"Bullitt","1968","Brocklebank Apartments (1000 Mason Street)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7931691","-122.4105791"
"Bullitt","1968","Bay Bridge","Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII. ","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7982799","-122.3778182"
"Bullitt","1968","Larkin & Chestnut Streets (Russian Hill)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","42.0335396","-88.3137211"
"Bullitt","1968","20th & Vermont Streets (Potrero Hill)","The most crooked street in San Francisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.2489731","-95.7229093"
"Bullitt","1968","Intersection of York & Peralta (Bernal Heights)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","39.9625984","-76.727745"
"Bullitt","1968","Taylor & Vallejo Streets (Russian Hill)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","30.5707551","-97.40944379999999"
"Bullitt","1968","Candlestick Park Exit, Highway 101","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.7749339","-122.4192878"
"Bullitt","1968","Kennedy Hotel (226 Embarcadero at Howard Street)","Hotel was destroyed in the 1989 Loma Prieta earthquake. Corporate headquarters for the Gap reside at the location today.","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.791817","-122.390872"
"Bullitt","1968","Bayshore Blvd near Cesar Chavez (Bayview)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","37.748354","-122.390827"
"Bullitt","1968","Mansell & University Streets (Visitacion  Valley)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","34.0382103","-84.3211872"
"Bullitt","1968","Larkin & Francisco Streets (Russian Hill)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn","42.0335396","-88.3137211"
